obs_id,fare_id,info_id,journey_date,departure_time,arrival_time,arrival_day_offset,duration_minutes,total_stops,price
6463,5,3,2019-05-03,17:10,19:40,0,150,0,3841.0
6464,3,2,2019-06-15,19:15,12:35,1,1040,1,10262.0
6465,10,1,2019-06-12,09:35,23:35,0,840,1,12692.0
6466,21,1,2019-06-01,07:55,10:15,0,140,0,3850.0
6467,3,2,2019-05-18,08:00,04:25,1,1225,1,12373.0
6468,20,1,2019-03-21,13:55,15:25,0,90,0,3100.0
6469,15,1,2019-05-18,19:30,22:15,0,165,0,4878.0
6470,3,1,2019-05-09,19:10,19:00,1,1430,2,15129.0
6471,34,1,2019-03-21,08:55,21:00,0,725,1,9845.0
6472,1,1,2019-05-01,01:30,04:15,0,165,0,4077.0
6473,7,1,2019-05-21,07:30,19:00,0,690,1,9315.0
6474,10,1,2019-05-09,14:05,23:35,0,570,1,14781.0
6475,20,1,2019-03-06,16:50,16:55,0,5,2,17327.0
6476,13,1,2019-03-09,17:00,19:50,0,170,0,9481.0
6477,3,2,2019-03-27,05:10,19:45,1,2315,2,8938.0
6478,10,1,2019-05-09,06:30,12:00,0,330,1,14388.0
6479,8,1,2019-03-21,20:30,23:00,1,1590,1,5704.0
6480,23,1,2019-06-09,07:45,10:40,0,175,0,3898.0
6481,22,1,2019-03-27,02:55,04:25,0,90,0,5678.0
6482,14,1,2019-03-09,07:35,12:00,0,265,1,6937.0
6483,24,1,2019-03-21,19:05,20:30,0,85,0,2754.0
6484,29,3,2019-03-15,22:45,00:10,1,85,0,2647.0
6485,4,1,2019-05-21,06:20,10:20,0,240,1,4226.0
6486,23,1,2019-05-18,07:45,10:40,0,175,0,4239.0
6487,14,1,2019-06-27,23:30,04:35,1,305,1,9165.0
6488,6,1,2019-03-01,19:55,22:35,0,160,0,18308.0
6489,7,1,2019-03-21,07:05,15:30,0,505,1,14486.0
6490,17,1,2019-04-09,04:55,07:45,0,170,0,4282.0
6491,7,1,2019-06-27,08:00,21:00,0,780,1,13587.0
6492,7,1,2019-06-03,11:30,21:00,0,570,1,13587.0
6493,3,2,2019-03-27,08:00,04:25,1,1225,1,6645.0
6494,18,1,2019-04-15,05:55,08:35,0,160,0,4423.0
6495,13,1,2019-03-18,17:25,23:25,1,1800,2,11518.0
6496,10,1,2019-03-24,13:55,04:45,1,890,1,13759.0
6497,18,1,2019-06-18,05:55,08:35,0,160,0,3625.0
6498,4,1,2019-03-15,05:30,08:20,0,170,0,4148.0
6499,15,1,2019-04-24,17:00,19:35,0,155,0,5613.0
6500,2,1,2019-05-06,10:00,10:00,1,1440,2,14298.0
6501,6,2,2019-03-21,08:00,21:20,0,800,1,7832.0
6502,14,1,2019-05-21,08:35,18:10,0,575,1,6442.0
6503,22,1,2019-04-01,02:55,04:20,0,85,0,5678.0
6504,10,2,2019-04-01,18:55,04:40,1,585,1,7064.0
6505,10,1,2019-05-18,17:00,09:45,1,1005,1,14151.0
6506,23,1,2019-06-24,20:55,23:40,0,165,0,3419.0
6507,3,1,2019-03-09,17:25,04:25,1,660,1,15554.0
6508,13,1,2019-03-18,00:30,08:45,0,495,1,13859.0
6509,5,1,2019-03-15,22:20,00:40,1,140,0,3847.0
6510,23,1,2019-03-09,15:50,20:15,0,265,1,7657.0
6511,8,1,2019-05-09,07:05,07:40,1,1475,2,13547.0
6512,6,1,2019-05-27,07:10,10:10,0,180,0,7229.0
6513,3,1,2019-06-15,06:45,04:25,1,1300,2,13376.0
6514,24,1,2019-06-18,20:05,21:40,0,95,0,2227.0
6515,18,1,2019-06-21,05:55,08:35,0,160,0,3971.0
6516,14,1,2019-06-27,09:15,01:30,1,975,1,6628.0
6517,10,1,2019-05-06,21:10,10:05,1,775,1,13584.0
6518,5,1,2019-03-21,06:55,09:35,0,160,0,4148.0
6519,10,1,2019-06-09,06:30,18:15,0,705,1,14571.0
6520,5,3,2019-05-21,22:20,00:40,1,140,0,3841.0
6521,6,2,2019-04-12,06:00,08:45,0,165,0,5198.0
6522,17,1,2019-04-24,04:55,07:45,0,170,0,3383.0
6523,3,2,2019-06-06,11:00,14:15,0,195,0,7202.0
6524,14,1,2019-04-03,21:05,00:20,1,195,0,5021.0
6525,23,1,2019-05-03,20:55,23:40,0,165,0,4239.0
6526,3,1,2019-05-27,19:30,12:35,1,1025,2,15129.0
6527,15,1,2019-03-01,07:00,09:40,0,160,0,21520.0
6528,14,1,2019-03-03,05:35,08:50,0,195,0,7673.0
6529,1,1,2019-06-18,20:00,22:50,0,170,0,4823.0
6530,3,2,2019-06-01,07:05,19:00,0,715,1,15190.0
6531,10,1,2019-05-18,08:25,22:35,0,850,1,14781.0
6532,4,1,2019-05-18,15:30,18:05,0,155,0,4804.0
6533,3,2,2019-06-01,13:00,12:35,1,1415,1,10262.0
6534,14,1,2019-05-15,09:15,21:00,0,705,1,7503.0
6535,6,1,2019-06-15,11:10,14:05,0,175,0,8016.0
6536,24,1,2019-06-09,06:25,07:55,0,90,0,4049.0
6537,13,1,2019-03-03,05:50,12:55,0,425,1,12389.0
6538,25,1,2019-05-12,17:45,20:05,0,140,0,3597.0
6539,7,1,2019-05-15,11:30,01:30,1,840,1,13727.0
6540,22,1,2019-05-01,02:55,04:20,0,85,0,5678.0
6541,7,1,2019-05-09,10:20,21:00,0,640,1,7670.0
6542,10,2,2019-05-18,14:05,23:35,0,570,1,10844.0
6543,10,2,2019-04-01,16:30,18:15,1,1545,1,7064.0
6544,7,1,2019-06-03,09:00,21:00,0,720,1,8930.0
6545,17,1,2019-04-01,04:55,07:45,0,170,0,4282.0
6546,1,1,2019-06-21,08:30,11:20,0,170,0,4823.0
6547,3,2,2019-05-09,07:05,04:25,1,1280,1,12373.0
6548,6,2,2019-03-09,07:00,20:20,0,800,1,11087.0
6549,3,1,2019-06-03,21:50,04:25,1,395,1,16079.0
6550,14,1,2019-06-12,05:35,08:50,0,195,0,5601.0
6551,29,1,2019-06-09,05:45,07:15,0,90,0,2753.0
6552,3,2,2019-06-27,22:50,04:25,1,335,1,12898.0
6553,7,1,2019-03-06,13:00,21:00,0,480,1,15603.0
6554,4,1,2019-04-12,09:35,12:20,0,165,0,4174.0
6555,1,1,2019-03-24,20:00,22:55,0,175,0,6144.0
6556,10,1,2019-05-06,08:25,18:15,0,590,1,14781.0
6557,14,1,2019-06-15,21:50,03:35,1,345,1,6195.0
6558,10,2,2019-05-06,06:30,08:15,1,1545,1,8586.0
6559,1,1,2019-03-01,22:20,01:10,1,170,0,11934.0
6560,2,1,2019-05-15,07:00,05:25,1,1345,2,14424.0
6561,3,1,2019-06-24,07:05,19:00,0,715,1,18581.0
6562,10,1,2019-05-12,21:10,04:40,1,450,1,13941.0
6563,6,1,2019-05-06,18:55,22:00,0,185,0,7229.0
6564,5,1,2019-05-15,06:55,09:30,0,155,0,3873.0
6565,3,1,2019-06-12,11:30,19:00,0,450,1,14714.0
6566,30,1,2019-03-24,15:25,22:55,0,450,2,11245.0
6567,14,1,2019-05-27,11:25,01:30,1,845,1,6104.0
6568,14,1,2019-03-06,07:35,22:20,0,885,1,7094.0
6569,10,2,2019-03-24,06:30,04:45,1,1335,1,10031.0
6570,10,1,2019-05-18,05:45,12:00,0,375,1,13941.0
6571,7,1,2019-06-24,19:00,01:30,1,390,1,7198.0
6572,18,3,2019-03-24,09:35,12:30,0,175,0,3873.0
6573,2,1,2019-03-12,14:15,16:45,0,150,0,5747.0
6574,20,1,2019-06-15,19:30,20:45,0,75,0,3100.0
6575,2,1,2019-05-06,09:10,13:15,0,245,1,8996.0
6576,7,1,2019-05-15,10:35,19:00,0,505,1,9103.0
6577,6,6,2019-03-01,18:40,09:30,1,890,1,31825.0
6578,10,1,2019-05-15,16:30,10:05,1,1055,1,14781.0
6579,6,1,2019-05-18,08:20,11:20,0,180,0,7229.0
6580,1,1,2019-03-01,23:30,02:20,1,170,0,10067.0
6581,3,1,2019-04-09,09:40,04:25,1,1125,2,10909.0
6582,4,1,2019-04-27,15:30,18:05,0,155,0,4804.0
6583,22,2,2019-06-01,02:55,04:20,0,85,0,4050.0
6584,10,1,2019-05-15,20:25,23:35,1,1630,1,14151.0
6585,5,3,2019-06-01,06:55,09:30,0,155,0,3841.0
6586,10,1,2019-05-09,14:05,19:50,0,345,1,14781.0
6587,26,1,2019-06-09,17:00,23:25,0,385,1,9870.0
6588,8,1,2019-05-27,13:30,23:00,0,570,1,8907.0
6589,6,1,2019-03-01,22:50,07:40,1,530,1,26890.0
6590,12,1,2019-04-15,07:00,12:55,0,355,1,6195.0
6591,6,2,2019-03-21,14:05,19:10,0,305,1,7832.0
6592,34,1,2019-03-21,08:55,15:30,0,395,1,11269.0
6593,15,1,2019-03-24,16:00,18:35,0,155,0,5613.0
6594,1,1,2019-05-01,00:30,03:25,0,175,0,4284.0
6595,15,1,2019-05-06,21:00,23:50,0,170,0,4668.0
6596,8,1,2019-03-03,08:00,19:15,0,675,1,15197.0
6597,10,2,2019-06-12,08:25,16:20,0,475,1,9899.0
6598,12,1,2019-06-27,10:35,19:35,0,540,1,3948.0
6599,6,2,2019-03-15,08:55,08:15,1,1400,1,10405.0
6600,7,1,2019-06-09,11:35,01:30,1,835,3,15419.0
6601,7,1,2019-03-03,08:25,18:50,0,625,1,15135.0
6602,34,1,2019-03-21,06:00,12:35,0,395,1,13369.0
6603,3,1,2019-06-27,11:40,19:00,0,440,2,18804.0
6604,31,1,2019-05-09,20:45,07:10,1,625,1,6751.0
6605,2,1,2019-05-09,20:30,08:55,1,745,1,10203.0
6606,6,1,2019-03-01,07:00,21:20,0,860,1,27992.0
6607,8,1,2019-06-12,07:10,19:15,0,725,2,12488.0
6608,6,2,2019-04-12,07:10,10:10,0,180,0,5198.0
6609,6,1,2019-05-01,17:45,20:45,0,180,0,7229.0
6610,2,1,2019-06-12,05:50,23:15,0,1045,2,12723.0
6611,20,1,2019-03-06,06:00,09:10,1,1630,2,13169.0
6612,2,1,2019-05-15,09:25,18:20,0,535,2,8366.0
6613,7,1,2019-05-09,06:00,21:00,0,900,1,7670.0
6614,6,1,2019-04-01,06:00,08:45,0,165,0,7229.0
6615,15,1,2019-06-01,21:00,23:50,0,170,0,4668.0
6616,31,1,2019-03-09,20:10,07:10,1,660,1,8327.0
6617,3,2,2019-05-21,20:55,12:35,1,940,1,12898.0
6618,4,1,2019-05-06,06:20,10:20,0,240,1,4226.0
6619,3,2,2019-06-27,19:15,19:00,1,1425,1,10262.0
6620,7,1,2019-06-24,04:55,19:00,0,845,1,10678.0
6621,8,1,2019-03-21,17:15,07:40,1,865,2,8052.0
6622,23,1,2019-03-24,11:40,14:35,0,175,0,3898.0
6623,30,1,2019-06-12,10:20,12:55,0,155,0,3807.0
6624,14,1,2019-06-03,09:15,21:00,0,705,1,6838.0
6625,3,1,2019-06-24,05:30,19:00,0,810,2,13014.0
6626,4,1,2019-04-12,14:25,16:55,0,150,0,5224.0
6627,7,1,2019-06-06,13:00,01:30,1,750,1,13377.0
6628,12,1,2019-05-21,07:00,12:55,0,355,1,6633.0
6629,30,1,2019-05-24,07:35,23:30,0,955,1,5192.0
6630,1,1,2019-04-18,22:10,01:00,1,170,0,4591.0
6631,2,1,2019-05-12,20:45,23:20,0,155,0,4880.0
6632,6,1,2019-04-27,17:45,20:45,0,180,0,7229.0
6633,3,2,2019-05-09,19:45,04:25,1,520,1,12373.0
6634,8,1,2019-04-27,14:10,17:10,0,180,0,6094.0
6635,3,2,2019-06-12,20:55,12:35,1,940,1,10262.0
6636,3,1,2019-04-09,11:40,19:00,0,440,2,15439.0
6637,1,1,2019-05-06,23:30,02:20,1,170,0,4077.0
6638,23,1,2019-05-18,20:55,23:40,0,165,0,4632.0
6639,10,1,2019-06-06,09:35,18:00,0,505,1,12692.0
6640,4,1,2019-04-24,19:20,23:45,0,265,1,3480.0
6641,7,1,2019-05-18,17:50,01:30,1,460,2,19360.0
6642,6,2,2019-03-15,11:40,08:15,1,1235,1,9134.0
6643,7,1,2019-06-24,14:00,21:00,0,420,1,13587.0
6644,3,1,2019-05-09,17:30,19:00,1,1530,1,15554.0
6645,6,1,2019-03-09,19:55,22:35,0,160,0,7229.0
6646,14,1,2019-03-06,08:35,22:20,0,825,1,7514.0
6647,7,1,2019-06-06,08:00,21:00,0,780,1,13587.0
6648,6,2,2019-06-09,07:10,10:10,0,180,0,7229.0
6649,3,2,2019-06-01,02:15,04:25,1,1570,1,10262.0
6650,14,1,2019-03-03,07:30,21:00,0,810,1,14871.0
6651,7,1,2019-05-27,08:45,19:00,0,615,1,10529.0
6652,14,1,2019-06-12,07:35,22:30,0,895,1,6442.0
6653,4,1,2019-05-21,15:15,20:05,0,290,1,5170.0
6654,14,1,2019-05-15,07:35,22:30,0,895,1,6442.0
6655,1,1,2019-05-27,00:30,03:25,0,175,0,3419.0
6656,6,1,2019-03-06,20:35,10:25,1,830,1,17261.0
6657,25,3,2019-06-24,08:20,10:35,0,135,0,3543.0
6658,17,1,2019-05-12,11:10,13:55,0,165,0,3383.0
6659,8,1,2019-06-24,22:00,19:15,1,1275,2,9181.0
6660,6,2,2019-03-12,18:55,11:25,1,990,1,11087.0
6661,6,1,2019-04-18,07:10,10:10,0,180,0,7229.0
6662,7,1,2019-03-09,04:45,19:15,0,870,1,11249.0
6663,6,1,2019-03-06,07:00,23:00,0,960,1,16736.0
6664,3,2,2019-06-24,17:30,04:25,1,655,1,10262.0
6665,3,2,2019-06-01,14:00,19:00,0,300,1,10262.0
6666,22,1,2019-05-15,02:55,04:20,0,85,0,5678.0
6667,7,1,2019-03-21,09:00,15:30,0,390,1,8307.0
6668,8,1,2019-05-18,17:20,09:25,1,965,1,7690.0
6669,3,1,2019-05-18,13:25,12:35,1,1390,2,16704.0
6670,8,1,2019-03-09,04:00,07:40,1,1660,1,10315.0
6671,3,1,2019-05-27,09:40,12:35,1,1615,2,15129.0
6672,2,1,2019-03-24,07:00,08:55,1,1555,1,12173.0
6673,2,1,2019-04-03,19:00,11:05,1,965,1,4227.0
6674,1,1,2019-06-12,06:05,08:50,0,165,0,3943.0
6675,6,2,2019-06-01,11:10,14:05,0,175,0,7229.0
6676,26,1,2019-05-15,07:10,20:20,0,790,1,8610.0
6677,1,1,2019-03-09,07:10,10:05,0,175,0,7303.0
6678,6,2,2019-03-18,18:40,07:40,1,780,1,10972.0
6679,7,1,2019-05-18,10:20,21:00,0,640,1,7670.0
6680,8,1,2019-05-15,10:00,19:15,0,555,1,8372.0
6681,14,1,2019-06-01,15:00,01:30,1,630,1,6628.0
6682,3,2,2019-06-09,13:00,12:35,1,1415,1,10262.0
6683,10,1,2019-05-24,16:30,09:20,1,1010,1,14178.0
6684,3,2,2019-03-27,05:10,18:50,0,820,2,8518.0
6685,3,1,2019-06-24,14:35,12:35,1,1320,2,13376.0
6686,26,1,2019-06-12,17:00,10:45,1,1065,1,8452.0
6687,3,1,2019-06-24,02:15,12:35,0,620,1,18371.0
6688,29,3,2019-04-03,13:15,14:45,0,90,0,1965.0
6689,3,2,2019-06-01,19:30,12:35,1,1025,2,10368.0
6690,10,1,2019-05-06,20:25,18:00,1,1295,1,11467.0
6691,10,1,2019-05-09,16:30,04:40,1,730,1,14781.0
6692,20,1,2019-03-06,20:15,09:15,1,780,1,9535.0
6693,20,1,2019-04-03,21:05,22:25,0,80,0,2050.0
6694,3,2,2019-06-12,19:30,04:25,1,535,2,10368.0
6695,10,2,2019-03-24,08:25,22:35,0,850,1,10031.0
6696,5,1,2019-04-21,09:00,11:25,0,145,0,4491.0
6697,6,1,2019-05-15,17:45,20:45,0,180,0,7229.0
6698,18,1,2019-03-03,10:20,18:15,0,475,1,11401.0
6699,21,1,2019-06-27,14:45,17:05,0,140,0,3597.0
6700,26,1,2019-06-12,17:00,09:05,1,965,1,7927.0
6701,5,1,2019-05-01,09:00,11:25,0,145,0,4174.0
6702,2,1,2019-05-01,07:00,16:15,0,555,1,10203.0
6703,26,1,2019-05-09,07:10,20:20,0,790,1,8610.0
6704,6,2,2019-06-12,15:15,18:10,0,175,0,5769.0
6705,4,1,2019-05-01,11:30,14:05,0,155,0,5644.0
6706,6,2,2019-06-03,07:10,10:10,0,180,0,5769.0
6707,6,1,2019-05-15,06:00,08:45,0,165,0,7229.0
6708,4,1,2019-06-09,06:20,10:20,0,240,1,4226.0
6709,1,1,2019-03-09,12:05,17:05,0,300,1,4588.0
6710,22,2,2019-05-21,10:20,11:50,0,90,0,4995.0
6711,3,2,2019-04-01,17:30,12:35,1,1145,1,5406.0
6712,5,1,2019-06-24,17:10,19:40,0,150,0,3873.0
6713,3,1,2019-03-06,11:30,18:50,0,440,1,17024.0
6714,11,3,2019-06-09,08:45,13:15,0,270,1,5158.0
6715,22,1,2019-05-01,10:20,11:50,0,90,0,8040.0
6716,10,2,2019-05-18,05:45,16:20,0,635,1,10844.0
6717,9,1,2019-05-12,11:40,13:55,0,135,0,4667.0
6718,22,1,2019-04-03,19:35,21:05,0,90,0,5678.0
6719,2,1,2019-05-12,05:50,20:25,0,875,2,12513.0
6720,6,1,2019-06-27,07:10,10:10,0,180,0,8016.0
6721,25,3,2019-06-01,17:45,20:05,0,140,0,3543.0
6722,3,2,2019-03-21,17:30,04:25,1,655,1,5963.0
6723,10,1,2019-05-18,08:25,16:20,0,475,1,14781.0
6724,3,2,2019-05-18,09:00,12:35,1,1655,1,12373.0
6725,22,2,2019-06-01,19:35,21:05,0,90,0,3210.0
6726,6,2,2019-03-15,05:45,18:25,0,760,1,9134.0
6727,3,2,2019-06-06,14:35,04:25,1,830,2,10919.0
6728,24,1,2019-05-01,09:10,10:40,0,90,0,4575.0
6729,14,1,2019-06-15,05:35,08:50,0,195,0,5601.0
6730,10,1,2019-05-18,17:00,23:35,0,395,1,14151.0
6731,2,1,2019-05-06,12:00,07:55,1,1195,2,10151.0
6732,15,1,2019-04-18,09:45,12:35,0,170,0,5403.0
6733,14,1,2019-05-27,02:00,07:45,0,345,1,6147.0
6734,4,1,2019-06-27,14:25,16:55,0,150,0,4804.0
6735,7,1,2019-03-27,08:55,19:15,0,620,1,8371.0
6736,3,1,2019-06-09,19:30,04:25,1,535,2,13014.0
6737,17,1,2019-05-24,04:55,07:45,0,170,0,3383.0
6738,25,1,2019-03-06,17:45,20:05,0,140,0,7298.0
6739,6,2,2019-04-03,07:10,10:10,0,180,0,4544.0
6740,7,1,2019-03-06,08:55,15:30,0,395,1,15147.0
6741,7,1,2019-03-09,04:45,19:45,0,900,1,10782.0
6742,14,1,2019-05-15,15:10,20:00,0,290,1,6027.0
6743,3,2,2019-06-06,14:35,04:25,1,830,2,10919.0
6744,8,1,2019-03-27,06:10,08:15,1,1565,1,6681.0
6745,1,1,2019-06-24,23:30,02:20,1,170,0,3943.0
6746,3,2,2019-05-27,21:50,12:35,1,885,1,12898.0
6747,14,1,2019-06-06,18:35,01:30,1,415,1,6628.0
6748,8,1,2019-04-03,20:30,23:00,1,1590,1,5022.0
6749,8,1,2019-06-03,07:10,07:40,1,1470,2,12698.0
6750,31,1,2019-06-09,20:45,07:10,1,625,1,10794.0
6751,14,1,2019-06-09,11:25,21:00,0,575,1,6416.0
6752,5,1,2019-03-09,22:20,00:40,1,140,0,4622.0
6753,1,1,2019-05-27,13:00,15:50,0,170,0,3943.0
6754,30,1,2019-06-06,19:55,22:25,0,150,0,4508.0
6755,26,1,2019-06-12,07:10,22:40,0,930,1,8452.0
6756,2,1,2019-05-12,16:45,08:55,1,970,2,13437.0
6757,16,1,2019-05-18,17:45,20:05,0,140,0,11982.0
6758,10,2,2019-05-24,18:55,12:00,1,1025,1,10844.0
6759,3,1,2019-05-09,09:40,04:25,1,1125,2,15129.0
6760,3,1,2019-06-27,14:00,19:00,0,300,1,14714.0
6761,14,1,2019-06-27,06:40,21:00,0,860,1,6093.0
6762,14,1,2019-04-06,04:55,13:20,0,505,1,5307.0
6763,12,1,2019-05-15,14:25,19:35,0,310,1,10188.0
6764,10,1,2019-06-06,20:00,08:15,1,735,1,14571.0
6765,3,1,2019-03-27,19:10,04:25,1,555,2,10976.0
6766,10,2,2019-05-24,06:30,16:20,0,590,1,10844.0
6767,4,1,2019-04-09,20:20,22:55,0,155,0,4488.0
6768,8,1,2019-05-24,23:00,19:15,1,1215,1,8582.0
6769,3,2,2019-06-24,19:45,12:35,1,1010,1,10262.0
6770,26,1,2019-05-06,17:00,10:45,1,1065,1,8662.0
6771,1,1,2019-03-24,06:00,08:45,0,165,0,4777.0
6772,22,2,2019-03-27,15:50,17:20,0,90,0,2071.0
6773,6,2,2019-03-12,22:55,15:15,1,980,1,11087.0
6774,13,1,2019-04-18,21:05,23:55,0,170,0,5228.0
6775,10,1,2019-04-01,06:30,16:20,0,590,1,12996.0
6776,6,1,2019-03-06,08:00,23:00,0,900,1,16736.0
6777,10,1,2019-05-01,18:55,10:05,1,910,1,13941.0
6778,13,1,2019-03-15,13:50,22:10,0,500,1,9166.0
6779,8,1,2019-03-03,05:15,06:50,1,1535,1,12677.0
6780,9,1,2019-03-24,11:40,13:55,0,135,0,4405.0
6781,10,1,2019-05-06,09:35,23:35,0,840,1,12121.0
6782,13,1,2019-06-06,21:05,23:55,0,170,0,6121.0
6783,10,1,2019-05-18,08:25,09:20,1,1495,1,14388.0
6784,10,1,2019-04-01,20:25,10:55,1,870,1,11467.0
6785,6,1,2019-03-12,21:25,10:25,1,780,1,13817.0
6786,20,1,2019-05-06,19:30,20:45,0,75,0,3100.0
6787,7,1,2019-05-21,11:40,19:15,0,455,1,8266.0
6788,10,1,2019-03-24,19:45,23:25,1,1660,1,13759.0
6789,1,1,2019-06-09,00:25,03:15,0,170,0,3943.0
6790,7,1,2019-03-27,18:15,01:35,1,440,1,12327.0
6791,24,1,2019-06-12,06:25,07:55,0,90,0,4049.0
6792,18,3,2019-06-01,21:10,00:05,1,175,0,3573.0
6793,30,1,2019-05-15,19:55,22:25,0,150,0,4409.0
6794,8,1,2019-03-27,07:05,09:25,1,1580,2,6565.0
6795,4,1,2019-04-15,21:25,00:05,1,160,0,4174.0
6796,6,2,2019-05-24,07:10,10:10,0,180,0,4030.0
6797,30,1,2019-03-21,10:20,12:55,0,155,0,4082.0
6798,2,1,2019-05-24,09:10,11:05,1,1555,2,6117.0
6799,6,2,2019-03-21,05:50,12:20,0,390,1,6163.0
6800,3,2,2019-03-27,16:00,04:25,1,745,1,6540.0
6801,5,1,2019-05-12,15:05,20:20,0,315,1,4649.0
6802,3,2,2019-06-09,21:50,19:00,1,1270,1,10262.0
6803,15,1,2019-04-06,19:30,22:15,0,165,0,5613.0
6804,1,1,2019-03-24,08:30,11:30,0,180,0,6144.0
6805,10,1,2019-05-12,17:00,22:05,1,1745,1,13067.0
6806,15,1,2019-03-03,21:10,00:05,1,175,0,7608.0
6807,7,1,2019-06-09,10:00,01:30,1,930,1,7198.0
6808,10,1,2019-05-15,16:30,23:35,0,425,1,13941.0
6809,3,2,2019-06-09,09:40,04:25,1,1125,2,10368.0
6810,25,3,2019-06-27,08:20,10:35,0,135,0,3543.0
6811,4,1,2019-03-27,20:25,23:05,0,160,0,4462.0
6812,2,1,2019-03-24,05:50,13:40,0,470,2,8005.0
6813,10,2,2019-04-01,18:55,22:35,1,1660,1,7064.0
6814,10,1,2019-05-01,20:25,21:05,1,1480,1,12121.0
6815,8,1,2019-05-09,12:00,19:15,0,435,2,8918.0
6816,2,1,2019-05-12,09:25,21:50,0,745,1,8891.0
6817,2,1,2019-05-01,10:00,16:15,0,375,1,10203.0
6818,7,1,2019-05-15,13:00,21:00,0,480,1,8073.0
6819,14,1,2019-03-03,16:10,22:20,0,370,1,11237.0
6820,3,1,2019-06-12,06:45,04:25,1,1300,2,13376.0
6821,7,1,2019-06-09,07:10,22:30,0,920,1,6513.0
6822,10,1,2019-05-24,18:55,04:40,1,585,1,13731.0
6823,10,2,2019-04-01,20:00,19:50,1,1430,1,7064.0
6824,6,1,2019-03-06,05:45,19:10,0,805,1,16736.0
6825,10,2,2019-05-15,20:00,10:05,1,845,1,8586.0
6826,7,1,2019-06-15,06:00,19:00,0,780,1,11789.0
6827,4,1,2019-05-24,11:30,14:05,0,155,0,5224.0
6828,14,1,2019-05-15,21:05,00:20,1,195,0,6834.0
6829,14,1,2019-06-15,16:00,01:30,1,570,1,6316.0
6830,3,1,2019-03-21,10:45,18:50,1,1925,2,11869.0
6831,30,1,2019-03-06,22:50,01:20,1,150,0,4384.0
6832,4,1,2019-04-21,14:25,16:55,0,150,0,5644.0
6833,8,1,2019-03-09,20:15,19:15,1,1380,2,19681.0
6834,7,1,2019-06-06,10:00,01:30,1,930,1,13377.0
6835,7,1,2019-03-09,09:45,21:20,0,695,2,10090.0
6836,22,1,2019-03-06,17:50,16:50,1,1380,2,20845.0
6837,15,1,2019-06-24,17:00,19:35,0,155,0,4878.0
6838,24,1,2019-06-01,21:20,22:50,0,90,0,2227.0
6839,14,1,2019-05-18,07:35,16:10,0,515,1,6442.0
6840,18,3,2019-05-27,21:10,00:05,1,175,0,3257.0
6841,6,2,2019-06-15,06:00,08:45,0,165,0,7229.0
6842,2,1,2019-05-01,20:30,13:45,1,1035,2,15164.0
6843,1,1,2019-03-24,10:10,13:00,0,170,0,10067.0
6844,8,1,2019-03-15,14:10,17:10,0,180,0,5674.0
6845,6,1,2019-03-01,14:05,10:25,1,1220,1,20800.0
6846,14,1,2019-05-18,06:50,22:30,0,940,1,7144.0
6847,8,1,2019-05-27,05:10,08:00,0,170,0,6094.0
6848,22,2,2019-05-18,10:20,11:50,0,90,0,4050.0
6849,25,3,2019-06-24,09:45,12:00,0,135,0,3859.0
6850,3,1,2019-03-21,10:20,18:50,1,1950,2,11664.0
6851,7,2,2019-03-06,07:10,21:20,0,850,2,7731.0
6852,10,1,2019-06-12,09:35,19:10,0,575,1,12692.0
6853,8,1,2019-05-18,13:15,09:25,1,1210,2,11307.0
6854,10,2,2019-06-09,21:10,04:40,1,450,1,8586.0
6855,1,1,2019-03-21,11:20,15:25,0,245,1,5746.0
6856,7,1,2019-03-21,08:00,19:15,0,675,1,13378.0
6857,13,1,2019-03-24,17:00,19:45,0,165,0,7486.0
6858,25,1,2019-03-06,09:30,12:05,0,155,0,7298.0
6859,7,1,2019-06-12,11:40,21:00,0,560,1,7005.0
6860,4,1,2019-05-12,17:15,19:50,0,155,0,4804.0
6861,14,1,2019-03-09,04:45,12:55,0,490,1,16162.0
6862,1,1,2019-04-24,00:30,03:25,0,175,0,3419.0
6863,30,1,2019-05-01,15:10,23:30,0,500,2,5192.0
6864,30,1,2019-04-15,10:20,12:55,0,155,0,4409.0
6865,6,1,2019-04-18,08:20,11:20,0,180,0,7229.0
6866,1,1,2019-03-15,16:55,21:50,0,295,1,5397.0
6867,3,2,2019-04-15,14:00,19:00,0,300,1,6542.0
6868,12,1,2019-03-27,10:25,19:20,0,535,1,5281.0
6869,7,1,2019-06-06,12:50,19:15,0,385,1,8266.0
6870,3,2,2019-06-12,14:00,19:00,0,300,1,10262.0
6871,26,1,2019-03-24,20:20,20:25,1,1445,1,11105.0
6872,6,2,2019-04-03,08:20,11:20,0,180,0,4544.0
6873,2,1,2019-03-06,14:15,16:45,0,150,0,4960.0
6874,6,1,2019-03-06,08:55,05:05,1,1210,1,16736.0
6875,7,1,2019-06-01,10:00,01:30,1,930,1,13377.0
6876,29,1,2019-05-18,13:15,14:45,0,90,0,2227.0
6877,20,1,2019-03-15,06:20,07:40,0,80,0,3100.0
6878,20,1,2019-06-09,21:05,22:25,0,80,0,3100.0
6879,5,1,2019-05-18,06:55,09:30,0,155,0,3873.0
6880,24,1,2019-03-03,20:05,21:35,0,90,0,5232.0
6881,6,2,2019-05-27,18:55,22:00,0,185,0,3359.0
6882,1,1,2019-03-24,07:10,10:05,0,175,0,6144.0
